Gaz ID,Feature Name,Class,County,State,Map,Elevation,Latitude,Longitude,Bgn Decision Date,Entry Date,Census Code,Census Classification Code,GSA Code,OPM Code,County FIPS Code,State FIPS Code
177361,Deadman Hill,Summit,Larimer County,Colorado,Buckhorn Mountain,1997,40.5663642,-105.3065137,None,10/13/78,null,null,null,null,8069,8
170258,Deadman Hill,Summit,Larimer County,Colorado,Deadman Park,3197,40.8110839,-105.7725994,None,10/13/78,null,null,null,null,8069,8
196846,Deadmans Hill,Summit,Fremont County,Colorado,Cotopaxi,2272,38.3363806,-105.692772,None,11/1/91,null,null,null,null,8043,8
178943,Deadwood Mountain,Summit,La Plata County,Colorado,La Plata,3744,37.3828609,-108.0435247,None,10/13/78,null,null,null,null,8067,8
170019,Dean Peak,Summit,Jackson County,Colorado,Northgate,2607,40.9191833,-106.2825997,None,10/13/78,null,null,null,null,8057,8
182439,Decatur Mountain,Summit,Summit County,Colorado,Montezuma,3931,39.5947358,-105.7949982,None,10/13/78,null,null,null,null,8117,8
203290,Deep Creek Mesa,Summit,San Miguel County,Colorado,Telluride,3028,37.9605653,-107.8580613,None,10/13/78,null,null,null,null,8113,8
189791,Deer Hill,Summit,Saguache County,Colorado,Razor Creek Dome,3052,38.2808215,-106.6679315,None,10/13/78,null,null,null,null,8109,8
191825,Deer Mountain,Summit,Fremont County,Colorado,Iron Mountain,2588,38.3273404,-105.4984726,None,10/13/78,null,null,null,null,8043,8
180107,Deer Mountain,Summit,Pitkin County,Colorado,Mount Champion,4199,39.1574604,-106.5212363,1/1/67,10/13/78,null,null,null,null,8097,8
172513,Deer Mountain,Summit,Routt County,Colorado,Mad Creek,2260,40.5331883,-106.8961497,None,10/13/78,null,null,null,null,8107,8
202475,Deer Mountain,Summit,Larimer County,Colorado,Estes Park,3053,40.3795363,-105.584198,1/1/32,10/13/78,null,null,null,null,8069,8
182592,Deer Mountain,Summit,Jefferson County,Colorado,Indian Hills,2223,39.5426438,-105.192757,None,10/13/78,null,null,null,null,8059,8
192346,Deer Peak,Summit,Custer County,Colorado,Deer Peak,3527,38.0414133,-105.1851556,None,10/13/78,null,null,null,null,8027,8
190349,Del Norte Peak,Summit,Rio Grande County,Colorado,Del Norte Peak,3775,37.5897211,-106.5633636,1/1/06,10/13/78,null,null,null,null,8105,8
172384,Delaney Butte,Summit,Jackson County,Colorado,Delaney Butte,2836,40.7011323,-106.4866454,None,10/13/78,null,null,null,null,8057,8
203541,Delilah Peak,Summit,Fremont County,Colorado,Thirtyone Mile Mountain,2700,38.6336736,-105.5013324,None,10/13/78,null,null,null,null,8043,8
190339,Demijohn Peak,Summit,Rio Grande County,Colorado,Beaver Creek Reservoir,3259,37.5610038,-106.6711853,None,10/13/78,null,null,null,null,8105,8
192307,Democrat Hill,Summit,Custer County,Colorado,Rosita,2799,38.1064929,-105.3612507,None,10/13/78,null,null,null,null,8027,8
181925,Democrat Mountain,Summit,Clear Creek County,Colorado,Georgetown,3563,39.7200441,-105.7270681,None,10/13/78,null,null,null,null,8019,8
191813,Democratic Mountain,Summit,Fremont County,Colorado,Hillside,2602,38.2650936,-105.5346906,None,10/13/78,null,null,null,null,8043,8
170074,Dempsey Dome,Summit,Larimer County,Colorado,Crazy Mountain,2696,40.9675487,-105.9277983,None,10/13/78,null,null,null,null,8069,8
187367,Denver Hill,Summit,San Juan County,Colorado,Handies Peak,3750,37.95148,-107.5782333,None,10/13/78,null,null,null,null,8111,8
173712,Derby Mesa,Summit,Eagle County,Colorado,Sugarloaf Mountain,2979,39.8729349,-107.0412607,None,10/13/78,null,null,null,null,8037,8
202175,Derby Peak,Summit,Garfield County,Colorado,Trappers Lake,3715,39.9735892,-107.1253188,1/1/23,10/13/78,null,null,null,null,8045,8
183230,Derringer Peak,Summit,Park County,Colorado,Shawnee,2834,39.4514501,-105.5641571,None,10/13/78,null,null,null,null,8093,8
177607,Desolation Peaks,Summit,Larimer County,Colorado,Trail Ridge,3937,40.472232,-105.6915459,1/1/61,10/13/78,null,null,null,null,8069,8
184302,Devil Mountain,Summit,Archuleta County,Colorado,Devil Mountain,3029,37.2839587,-107.2759761,None,10/13/78,null,null,null,null,8007,8
173060,Devils Grave Mesa,Summit,Routt County,Colorado,Yampa,2520,40.1837186,-106.9490554,None,10/13/78,null,null,null,null,8107,8
183572,Devils Head,Summit,Douglas County,Colorado,Devils Head,2963,39.2605112,-105.1023986,1/1/23,10/13/78,null,null,null,null,8035,8
173291,Devils Hole Mountain,Summit,Rio Blanco County,Colorado,Devils Hole Gulch,2649,40.1826786,-107.9004274,None,10/13/78,null,null,null,null,8103,8
193337,Devils Kitchen,Summit,El Paso County,Colorado,Cascade,2785,38.958325,-104.9308138,None,10/13/78,null,null,null,null,8041,8
181951,Devils Nose,Summit,Clear Creek County,Colorado,Idaho Springs,3368,39.6596542,-105.5958895,None,10/13/78,null,null,null,null,8019,8
187080,Diamond Hill,Summit,San Miguel County,Colorado,Gray Head,3079,37.9374872,-107.9531117,None,10/13/78,null,null,null,null,8113,8
172777,Diamond Mountain,Summit,Grand County,Colorado,Rabbit Ears Peak,2880,40.3846818,-106.5108373,None,10/13/78,null,null,null,null,8049,8
170534,Diamond Mountain,Summit,Moffat County,Colorado,Canyon of Lodore North,2618,40.7095579,-108.9420421,None,10/13/78,null,null,null,null,8081,8
170435,Diamond Peak,Summit,Routt County,Colorado,Meaden Peak,3175,40.8030373,-107.0749991,None,10/13/78,null,null,null,null,8107,8
169669,Diamond Peak,Summit,Moffat County,Colorado,Beaver Basin,2945,40.9503943,-108.8781386,None,10/13/78,null,null,null,null,8081,8
170108,Diamond Peak,Summit,Larimer County,Colorado,Diamond Peak,2636,40.9793549,-105.5596609,None,10/13/78,null,null,null,null,8069,8
177240,Diamond Peaks,Summit,Larimer County,Colorado,Clark Peak,3615,40.5215932,-105.9109438,None,10/13/78,null,null,null,null,8069,8
175632,Dice Hill,Summit,Grand County,Colorado,Sheephorn Mountain,3003,39.9348298,-106.4393177,None,10/13/78,null,null,null,null,8049,8
191389,Dicks Peak,Summit,Park County,Colorado,Dicks Peak,3269,38.7954223,-105.6405867,None,10/13/78,null,null,null,null,8093,8
185618,Dillard Mesa,Summit,Mesa County,Colorado,Kelso Point,2571,38.5160929,-108.4153526,None,10/13/78,null,null,null,null,8077,8
186916,Dillon Mesa,Summit,Gunnison County,Colorado,West Elk Peak SW,2870,38.5227774,-107.2473933,None,10/13/78,null,null,null,null,8051,8
174484,Dinkle Hill,Summit,Mesa County,Colorado,Molina,1842,39.1767564,-108.0831194,None,10/13/78,null,null,null,null,8077,8
178989,Diorite Peak,Summit,La Plata County,Colorado,La Plata,3891,37.4399407,-108.0508765,None,10/13/78,null,null,null,null,8067,8
171033,Dipper Hill,Summit,Logan County,Colorado,Dipper Spring,1409,40.9106791,-103.5471451,None,10/13/78,null,null,null,null,8075,8
178597,Dirigo Hill,Summit,Boulder County,Colorado,Gold Hill,2318,40.0339387,-105.381665,None,10/13/78,null,null,null,null,8013,8
203075,Doctor Mesa,Summit,Delta County,Colorado,North Delta,1809,38.8494709,-108.0283257,None,10/13/78,null,null,null,null,8029,8
190381,Dog Mountain,Summit,Rio Grande County,Colorado,Dog Mountain,2945,37.6049127,-106.3461358,None,10/13/78,null,null,null,null,8105,8
174744,Doghead Mountain,Summit,Garfield County,Colorado,Rulison,2956,39.4146947,-107.9370036,None,10/13/78,null,null,null,null,8045,8
187343,Dolly Varden Mountain,Summit,Hinsdale County,Colorado,Handies Peak,3941,37.9920933,-107.5427834,None,10/13/78,null,null,null,null,8053,8
176830,Dolores Mountain,Summit,Dolores County,Colorado,Rico,3690,37.6833228,-108.0058943,6/6/06,10/13/78,null,null,null,null,8033,8
176573,Dolores Peak,Summit,Dolores County,Colorado,Dolores Peak,4051,37.8402653,-108.0963662,1/1/65,10/13/78,null,null,null,null,8033,8
203047,Dolores Point,Summit,Grand County,Utah,Dolores Point South,2406,38.6236528,-109.0881945,None,10/13/78,null,null,null,null,49019,49
187612,Dome Mountain,Summit,San Juan County,Colorado,Howardsville,4080,37.8608746,-107.5999851,None,10/13/78,null,null,null,null,8111,8
170492,Dome Peak,Summit,Routt County,Colorado,Farwell Mountain,3211,40.8716321,-106.8208249,None,10/13/78,null,null,null,null,8107,8
173702,Dome Peak,Summit,Garfield County,Colorado,Dome Peak,3714,39.9896686,-107.0488232,None,10/13/78,null,null,null,null,8045,8
192144,Dora Mountain,Summit,Custer County,Colorado,Westcliffe,2553,38.2297999,-105.4349031,None,10/13/78,null,null,null,null,8027,8
175609,Dora Mountain,Summit,Summit County,Colorado,Mount Powell,3746,39.7833139,-106.3023047,None,10/13/78,null,null,null,null,8117,8
181576,Dory Hill,Summit,Gilpin County,Colorado,Black Hawk,2931,39.8385264,-105.4877651,None,10/13/78,null,null,null,null,8047,8
203368,Double Top,Summit,Gunnison County,Colorado,Pearl Pass,3713,38.8866528,-106.8390035,None,10/13/78,null,null,null,null,8051,8
182550,Doublehead Mountain,Summit,Jefferson County,Colorado,Conifer,2723,39.5620186,-105.2581097,None,10/13/78,null,null,null,null,8059,8
175398,Doughty Mountain,Summit,Delta County,Colorado,Chalk Mountain,3086,39.0083091,-107.7276548,None,10/13/78,null,null,null,null,8029,8
181560,Douglas Mountain,Summit,Jefferson County,Colorado,Black Hawk,2941,39.7869751,-105.3767139,None,10/13/78,null,null,null,null,8059,8
202826,Douglas Mountain,Summit,Clear Creek County,Colorado,Empire,2909,39.7518733,-105.6762982,None,10/13/78,null,null,null,null,8019,8
170568,Dry Knob,Summit,Moffat County,Colorado,Vermillion Mesa,1977,40.6462174,-108.6867201,None,10/13/78,null,null,null,null,8081,8
203098,Dry Mesa,Summit,Mesa County,Colorado,Kelso Point,2413,38.5660921,-108.3835986,None,10/13/78,null,null,null,null,8077,8
170587,Dry Mountain,Summit,Moffat County,Colorado,Sheephead Basin,2253,40.713962,-108.5575696,None,10/13/78,null,null,null,null,8081,8
201991,Duffy Mountain,Summit,Moffat County,Colorado,Axial,2161,40.3690837,-107.7685857,None,10/13/78,null,null,null,null,8081,8
186533,Duke Hill,Summit,Delta County,Colorado,Hotchkiss,1661,38.8014391,-107.7279661,None,10/13/78,null,null,null,null,8029,8
192784,Dump Mountain,Summit,Huerfano County,Colorado,La Veta Pass,2798,37.582695,-105.183987,None,10/13/78,null,null,null,null,8055,8
189290,Duncan Hill,Summit,Gunnison County,Colorado,Cumberland Pass,3576,38.7208381,-106.4875219,None,10/13/78,null,null,null,null,8051,8
173370,Dunckley Flat Tops,Summit,Rio Blanco County,Colorado,Dunckley Pass,3127,40.2090583,-107.1614604,None,10/13/78,null,null,null,null,8103,8
176572,Dunn Peak,Summit,San Miguel County,Colorado,Groundhog Mountain,3836,37.8471654,-108.1256414,1/1/65,10/13/78,null,null,null,null,8113,8
188453,Dunsinane,Summit,Hinsdale County,Colorado,Courthouse Mountain,3885,38.1298184,-107.5391071,1/1/66,10/13/78,null,null,null,null,8053,8
180211,Dyer Mountain,Summit,Lake County,Colorado,Mount Sherman,4222,39.2398887,-106.1831941,None,10/13/78,null,null,null,null,8065,8
177917,Eagle Cliff Mountain,Summit,Larimer County,Colorado,Longs Peak,2713,40.3584089,-105.5757607,None,10/13/78,null,null,null,null,8069,8
202647,Eagle Eye Mesa,Summit,Montezuma County,Colorado,Wetherill Mesa,2138,37.1654283,-108.5593998,None,10/13/78,null,null,null,null,8083,8
170316,Eagle Hill,Summit,Jackson County,Colorado,Eagle Hill,2557,40.8220262,-106.1826595,None,10/13/78,null,null,null,null,8057,8
180009,Eagle Mountain,Summit,Pitkin County,Colorado,Highland Peak,3026,39.2189801,-106.9898412,None,10/13/78,null,null,null,null,8097,8
193178,Eagle Mountain,Summit,Douglas County,Colorado,Larkspur,2287,39.1710678,-104.8901854,None,10/13/78,null,null,null,null,8035,8
193451,Eagle Mountain,Summit,El Paso County,Colorado,Manitou Springs,2759,38.8430223,-104.9390054,None,10/13/78,null,null,null,null,8041,8
184138,Eagle Mountain,Summit,Mineral County,Colorado,Pagosa Peak,3660,37.4388614,-107.0148398,None,10/13/78,null,null,null,null,8079,8
190244,Eagle Mountain,Summit,Saguache County,Colorado,Twin Mountains,3186,37.8156758,-106.4069691,None,10/13/78,null,null,null,null,8109,8
195734,Eagle Nest,Summit,Bent County,Colorado,Toonerville,1279,37.8544062,-103.1591921,None,10/13/78,null,null,null,null,8011,8
191969,Eagle Peak,Summit,Custer County,Colorado,Electric Peak,4026,38.2295131,-105.722325,None,10/13/78,null,null,null,null,8027,8
179496,Eagle Peak,Summit,Eagle County,Colorado,Mount Jackson,3978,39.4453365,-106.5813465,None,10/13/78,null,null,null,null,8037,8
176787,Eagle Peak,Summit,Dolores County,Colorado,Rico,3689,37.7061907,-108.1018589,None,10/13/78,null,null,null,null,8033,8
182811,Eagle Point Hill,Summit,Logan County,Colorado,Reiradon Hill,1405,40.5032976,-103.0946245,None,10/13/78,null,null,null,null,8075,8
190255,Eagle Rock,Summit,Saguache County,Colorado,Twin Mountains SE,2850,37.8174377,-106.369662,None,10/13/78,null,null,null,null,8109,8
193212,Eagle Rock,Summit,Elbert County,Colorado,Fondis,1899,39.2230816,-104.2628591,None,10/13/78,null,null,null,null,8039,8
183638,Eagle Rock,Summit,Park County,Colorado,Eagle Rock,2944,39.2236013,-105.6641865,None,10/13/78,null,null,null,null,8093,8
173074,Eagle Rock,Summit,Routt County,Colorado,Green Ridge,2632,40.1414159,-106.8736036,None,10/13/78,null,null,null,null,8107,8
175644,Eagles Nest,Summit,Summit County,Colorado,Mount Powell,4088,39.7754464,-106.3503379,1/1/68,10/13/78,null,null,null,null,8117,8
170186,Eagles Nest,Summit,Larimer County,Colorado,Livermore,1926,40.7719073,-105.2226843,1/1/04,8/31/92,null,null,null,null,8069,8
171053,Earthlodge Rock,Summit,Weld County,Colorado,Chalk Bluffs East,1756,40.9673545,-104.5780369,9/8/22,10/13/78,null,null,null,null,8123,8
191547,East Antelope Mountain,Summit,Fremont County,Colorado,Thirtyone Mile Mountain,2998,38.6697516,-105.5699343,None,10/13/78,null,null,null,null,8043,8
180213,East Ball Mountain,Summit,Lake County,Colorado,Mount Sherman,3942,39.2386163,-106.2018903,None,10/13/78,null,null,null,null,8065,8
186663,East Beckwith Mountain,Summit,Gunnison County,Colorado,Anthracite Range,3789,38.8463154,-107.2232457,None,10/13/78,null,null,null,null,8051,8
189259,East Buffalo Peak,Summit,Chaffee County,Colorado,Marmot Peak,4057,38.9872106,-106.1094516,None,10/13/78,null,null,null,null,8015,8
190303,East Butte,Summit,Rio Grande County,Colorado,Del Norte,2686,37.7397695,-106.3484438,None,10/13/78,null,null,null,null,8105,8
188863,East Cement Mountain,Summit,Gunnison County,Colorado,Cement Mountain,3667,38.7900873,-106.7907965,None,10/13/78,null,null,null,null,8051,8
202646,East Eagle Eye Mesa,Summit,Montezuma County,Colorado,Wetherill Mesa,2102,37.1534208,-108.5527352,None,10/13/78,null,null,null,null,8083,8
186357,East Flatiron,Summit,Gunnison County,Colorado,Somerset,2649,38.8801888,-107.3930405,None,10/13/78,null,null,null,null,8051,8
169834,East Gibraltar Peak,Summit,Routt County,Colorado,Tumble Mountain,2650,40.9015794,-107.2084844,None,10/13/78,null,null,null,null,8107,8
203250,East Mesa,Summit,Montrose County,Colorado,Olathe,1719,38.5396337,-107.9087036,None,10/13/78,null,null,null,null,8085,8
174450,East Monument,Summit,Mesa County,Colorado,Mesa,1768,39.2269511,-108.213809,None,10/13/78,null,null,null,null,8077,8
202263,East Orchard Mesa,Summit,Mesa County,Colorado,Clifton,1491,39.0689611,-108.3964347,None,10/13/78,null,null,null,null,8077,8
170292,East Sand Hills,Summit,Jackson County,Colorado,Shipman Mountain,2654,40.7956337,-106.0865214,None,10/13/78,null,null,null,null,8057,8
179593,East Sheep Mountain,Summit,Summit County,Colorado,Copper Mountain,3626,39.416648,-106.208902,None,10/13/78,null,null,null,null,8117,8
194412,East Spanish Peak,Summit,Las Animas County,Colorado,Spanish Peaks,3865,37.3933807,-104.9198152,None,10/13/78,null,null,null,null,8071,8
179157,East Toe,Summit,Montezuma County,Colorado,Mariano Wash East,2337,37.1955995,-108.7940661,None,10/13/78,null,null,null,null,8083,8
179191,East Ute Mesa,Summit,Montezuma County,Colorado,Wetherill Mesa,2343,37.2168353,-108.6064902,None,10/13/78,null,null,null,null,8083,8
177329,East White Pine Mountain,Summit,Larimer County,Colorado,Crystal Mountain,3123,40.6049096,-105.4465022,None,10/13/78,null,null,null,null,8069,8
188013,Echo Mountain,Summit,La Plata County,Colorado,Columbine Pass,4054,37.5914168,-107.571458,None,10/13/78,null,null,null,null,8067,8
187379,Edith Mountain,Summit,Hinsdale County,Colorado,Handies Peak,3848,37.9425072,-107.5127187,None,10/13/78,null,null,null,null,8053,8
202146,Egry Mesa,Summit,Rio Blanco County,Colorado,Dunckley Pass,2532,40.184913,-107.2481018,None,10/13/78,null,null,null,null,8103,8
203022,Eightmile Mesa,Summit,Archuleta County,Colorado,Serviceberry Mountain,2490,37.1713216,-106.9970152,None,10/13/78,null,null,null,null,8007,8
176576,El Diente Peak,Summit,Dolores County,Colorado,Dolores Peak,4310,37.8394323,-108.0053368,None,10/13/78,null,null,null,null,8033,8
181071,Eldorado Mountain,Summit,Boulder County,Colorado,Nederland,2942,39.9571023,-105.5634719,None,10/13/78,null,null,null,null,8013,8
181169,Eldorado Mountain,Summit,Boulder County,Colorado,Eldorado Springs,2539,39.9141302,-105.2949389,1/1/14,10/13/78,null,null,null,null,8013,8
175466,Electric Mountain,Summit,Delta County,Colorado,Electric Mountain,3138,39.0788675,-107.560879,None,10/13/78,null,null,null,null,8029,8
187814,Electric Peak,Summit,San Juan County,Colorado,Storm King Peak,4051,37.6989661,-107.6172295,None,10/13/78,null,null,null,null,8111,8
191977,Electric Peak,Summit,Custer County,Colorado,Electric Peak,4144,38.1817942,-105.7082234,1/1/06,10/13/78,null,null,null,null,8027,8
182081,Elephant Butte,Summit,Jefferson County,Colorado,Evergreen,2560,39.6348166,-105.3667565,None,10/13/78,null,null,null,null,8059,8
191071,Elephant Head Rock,Summit,Archuleta County,Colorado,Elephant Head Rock,3005,37.1362041,-106.7150046,None,10/13/78,null,null,null,null,8007,8
186565,Elephant Hill,Summit,Delta County,Colorado,Paonia,2149,38.8515049,-107.5442127,None,10/13/78,null,null,null,null,8029,8
190604,Elephant Mountain,Summit,Rio Grande County,Colorado,Summitville,3601,37.4133284,-106.5611402,None,10/13/78,null,null,null,null,8105,8
193242,Elephant Rock,Summit,El Paso County,Colorado,Palmer Lake,2289,39.1187463,-104.8911487,None,10/13/78,null,null,null,null,8041,8
183568,Elephant Rock,Summit,Douglas County,Colorado,Devils Head,2367,39.3659783,-105.0421131,None,10/13/78,null,null,null,null,8035,8
203416,Elephant Rocks,Summit,Rio Grande County,Colorado,Del Norte,2500,37.7289033,-106.3357254,None,10/13/78,null,null,null,null,8105,8
175168,Elk Knob,Summit,Gunnison County,Colorado,Elk Knob,2954,39.2029988,-107.4852356,None,10/13/78,null,null,null,null,8051,8
173847,Elk Knob,Summit,Garfield County,Colorado,Deep Lake,3332,39.8651549,-107.2869031,None,10/13/78,null,null,null,null,8045,8
175519,Elk Mountain,Summit,Gunnison County,Colorado,Marble,3603,39.1031702,-107.1982229,None,10/13/78,null,null,null,null,8051,8
190548,Elk Mountain,Summit,Mineral County,Colorado,Lake Humphreys,3383,37.7102754,-106.7778106,None,10/13/78,null,null,null,null,8079,8
179588,Elk Mountain,Summit,Eagle County,Colorado,Copper Mountain,3870,39.4540558,-106.2382201,None,10/13/78,null,null,null,null,8037,8
172519,Elk Mountain,Summit,Routt County,Colorado,Mad Creek,2666,40.5693792,-106.967391,None,10/13/78,null,null,null,null,8107,8
172492,Elk Mountain,Summit,Jackson County,Colorado,Johnny Moore Mountain,2687,40.7162131,-106.0448557,None,10/13/78,null,null,null,null,8057,8
174909,Elk Mountain,Summit,Mesa County,Colorado,South Mamm Peak,3118,39.3330124,-107.8173277,None,10/13/78,null,null,null,null,8077,8
173259,Elk Mountain,Summit,Grand County,Colorado,Corral Peaks,3477,40.1619231,-106.1287535,None,10/13/78,null,null,null,null,8049,8
191828,Elkhorn Mountain,Summit,Fremont County,Colorado,Iron Mountain,2471,38.3008424,-105.4926169,None,10/13/78,null,null,null,null,8043,8
169909,Elkhorn Mountain,Summit,Routt County,Colorado,Elkhorn Mountain,2909,40.9874608,-106.9647609,None,10/13/78,null,null,null,null,8107,8
192733,Ellingwood Point,Summit,Alamosa County,Colorado,Blanca Peak,4286,37.5824644,-105.4926087,1/1/72,10/13/78,null,null,null,null,8003,8
176790,Elliott Mountain,Summit,Dolores County,Colorado,Rico,3760,37.7343143,-108.057968,None,10/13/78,null,null,null,null,8033,8
173449,Ellison Mountain,Summit,Rio Blanco County,Colorado,Fawn Creek,2798,40.0635652,-107.5968037,None,10/13/78,null,null,null,null,8103,8
176660,Elston Mountain,Summit,Dolores County,Colorado,Narraguinnep Mountain,2786,37.6943564,-108.5092683,None,10/13/78,null,null,null,null,8033,8
181564,Ely Hill,Summit,Gilpin County,Colorado,Black Hawk,3064,39.8048353,-105.4207554,None,10/13/78,null,null,null,null,8047,8
178615,Emancipation Hill,Summit,Boulder County,Colorado,Boulder,2241,40.0545539,-105.3650258,None,10/13/78,null,null,null,null,8013,8
204977,Emerald Mountain,Summit,Larimer County,Colorado,Longs Peak,2810,40.3306969,-105.5872349,None,10/13/78,null,null,null,null,8069,8
189165,Emerald Peak,Summit,Chaffee County,Colorado,Winfield,4236,38.9290437,-106.3811686,None,10/13/78,null,null,null,null,8015,8
188025,Emerson Mountain,Summit,La Plata County,Colorado,Columbine Pass,3984,37.5569954,-107.565027,None,10/13/78,null,null,null,null,8067,8
187393,Emery Peak,Summit,San Juan County,Colorado,Handies Peak,4054,37.8882556,-107.6210535,None,10/13/78,null,null,null,null,8111,8
189296,Emma Burr Mountain,Summit,Chaffee County,Colorado,Cumberland Pass,4128,38.7335434,-106.4167273,1/1/63,10/13/78,null,null,null,null,8015,8
180201,Empire Hill,Summit,Lake County,Colorado,Mount Sherman,3749,39.1917794,-106.2193271,None,10/13/78,null,null,null,null,8065,8
202970,Endlich Mesa,Summit,La Plata County,Colorado,Columbine Pass,3802,37.5140763,-107.5973787,None,10/13/78,null,null,null,null,8067,8
181858,Engelmann Peak,Summit,Clear Creek County,Colorado,Grays Peak,4077,39.7454702,-105.8006821,1/1/12,10/13/78,null,null,null,null,8019,8
187341,Engineer Mountain,Summit,Ouray County,Colorado,Handies Peak,4027,37.9702671,-107.5883179,None,10/13/78,null,null,null,null,8091,8
187742,Engineer Mountain,Summit,San Juan County,Colorado,Engineer Mountain,3954,37.6992257,-107.8067202,None,10/13/78,null,null,null,null,8111,8
182461,Epaulet Mountain,Summit,Clear Creek County,Colorado,Mount Evans,4126,39.5707025,-105.63198,1/1/14,10/13/78,null,null,null,null,8019,8
2013629,Ervin Peak,Summit,Chaffee County,Colorado,Mount Elbert,4125,39.0038147,-106.4385641,1/1/03,10/29/03,null,null,null,null,8015,8
170988,Escarpment Peak,Summit,Moffat County,Colorado,Citadel Plateau,2441,40.2977575,-108.1284089,None,10/13/78,null,null,null,null,8081,8
204983,Estes Cone,Summit,Larimer County,Colorado,Longs Peak,3354,40.2952557,-105.5672129,1/1/11,10/13/78,null,null,null,null,8069,8
195266,Eureka Hill,Summit,Cheyenne County,Colorado,Big Spring,1443,38.9777025,-102.8633569,1/1/81,10/13/78,null,null,null,null,8017,8
187400,Eureka Mountain,Summit,San Juan County,Colorado,Handies Peak,3939,37.8983981,-107.5826993,None,10/13/78,null,null,null,null,8111,8
191949,Eureka Mountain,Summit,Custer County,Colorado,Rito Alto Peak,4114,38.0788557,-105.640726,None,10/13/78,null,null,null,null,8027,8
191268,Evening Star Mountain,Summit,Teller County,Colorado,Cripple Creek South,3160,38.7148059,-105.1465493,9/8/22,10/13/78,null,null,null,null,8119,8
182553,Evergreen Mountain,Summit,Jefferson County,Colorado,Conifer,2601,39.6103887,-105.360817,None,10/13/78,null,null,null,null,8059,8
176809,Expectation Mountain,Summit,Dolores County,Colorado,Rico,3674,37.6941557,-108.0684826,None,10/13/78,null,null,null,null,8033,8
181542,Fairburn Mountain,Summit,Gilpin County,Colorado,Central City,3159,39.860595,-105.5021522,None,10/13/78,null,null,null,null,8047,8
177606,Fairchild Mountain,Summit,Larimer County,Colorado,Trail Ridge,4116,40.4685062,-105.6643317,1/1/08,10/13/78,null,null,null,null,8069,8
179865,Fairview Hill,Summit,Lake County,Colorado,Leadville North,3167,39.2555244,-106.278002,None,10/13/78,null,null,null,null,8065,8
178291,Fairview Peak,Summit,Boulder County,Colorado,Lyons,2606,40.1358944,-105.3498535,None,10/13/78,null,null,null,null,8013,8
188961,Fairview Peak,Summit,Gunnison County,Colorado,Fairview Peak,4027,38.6832545,-106.5368143,1/1/70,10/13/78,null,null,null,null,8051,8
203654,Fairy Hills,Summit,Conejos County,Colorado,Manassa NE,2389,37.2103651,-105.7539233,None,10/13/78,null,null,null,null,8021,8
177284,Fall Mountain,Summit,Larimer County,Colorado,Comanche Peak,3730,40.5284082,-105.661446,None,10/13/78,null,null,null,null,8069,8
203873,Fallas Mesa,Summit,Las Animas County,Colorado,Dalerose Mesa,1917,37.193141,-103.4944648,1/1/75,10/13/78,null,null,null,null,8071,8
191764,Falls Gulch Mountain,Summit,Fremont County,Colorado,Arkansas Mountain,2758,38.4090913,-105.7208059,None,10/13/78,null,null,null,null,8043,8
183133,Farncomb Hill,Summit,Summit County,Colorado,Boreas Pass,3465,39.4823686,-105.956096,None,10/13/78,null,null,null,null,8117,8
183656,Farnum Peak,Summit,Park County,Colorado,Farnum Peak,3465,39.1669286,-105.5599928,None,10/13/78,null,null,null,null,8093,8
177470,Farview Mountain,Summit,Jackson County,Colorado,Mount Richthofen,3734,40.3778207,-105.9472695,None,10/13/78,null,null,null,null,8057,8
170496,Farwell Mountain,Summit,Routt County,Colorado,Farwell Mountain,3309,40.8241316,-106.8489248,None,10/13/78,null,null,null,null,8107,8
196484,Father Dyer Peak,Summit,Summit County,Colorado,Breckenridge,4149,39.4310757,-106.1050089,1/1/80,2/1/90,null,null,null,null,8117,8
182891,Fiddler Peak,Summit,Phillips County,Colorado,Fiddler Peak,1224,40.4745424,-102.3765893,None,10/13/78,null,null,null,null,8095,8
187698,Finger Mesa,Summit,Hinsdale County,Colorado,Finger Mesa,3750,37.7825865,-107.3218817,None,10/13/78,null,null,null,null,8053,8
180220,Finnback Knob,Summit,Lake County,Colorado,Mount Sherman,4087,39.1925179,-106.1917633,None,10/13/78,null,null,null,null,8065,8
186374,Fire Mountain,Summit,Gunnison County,Colorado,Somerset,2599,38.9716491,-107.4817541,None,10/13/78,null,null,null,null,8051,8
190540,Fisher Mountain,Summit,Mineral County,Colorado,Spar City,3920,37.6570329,-106.937449,None,10/13/78,null,null,null,null,8079,8
194858,Fishers Peak,Summit,Las Animas County,Colorado,Fishers Peak,2936,37.0978686,-104.4627319,None,10/13/78,null,null,null,null,8071,8
194868,Fishers Peak Mesa,Summit,Las Animas County,Colorado,Fishers Peak,2934,37.0735499,-104.4489682,None,10/13/78,null,null,null,null,8071,8
188176,Fitzpatrick Mesa,Summit,Gunnison County,Colorado,Curecanti Needle,2867,38.4122064,-107.4292139,None,10/13/78,null,null,null,null,8051,8
189294,Fitzpatrick Peak,Summit,Chaffee County,Colorado,Cumberland Pass,3992,38.6982356,-106.4516629,None,10/13/78,null,null,null,null,8015,8
202134,Five Pine Mesa,Summit,Routt County,Colorado,Trapper,2741,40.0778518,-106.9523893,None,10/13/78,null,null,null,null,8107,8
