Gaz ID,Feature Name,Class,County,State,Map,Elevation,Latitude,Longitude,Bgn Decision Date,Entry Date,Census Code,Census Classification Code,GSA Code,OPM Code,County FIPS Code,State FIPS Code
203134,7 N Mesa,Summit,Montrose County,Colorado,Moore Mesa,2554,38.4760179,-108.302677,None,10/13/78,null,null,null,null,8085,8
202940,A L Hill,Summit,Park County,Colorado,Eagle Rock,2832,39.248537,-105.6508519,None,10/13/78,null,null,null,null,8093,8
1947420,Abeyta Mesa,Summit,Rio Arriba County,New Mexico,Monero,2598,36.9919646,-106.8449301,None,1/10/02,null,null,null,null,35039,35
187290,Abrams Mountain,Summit,Ouray County,Colorado,Ironton,3902,37.962228,-107.6405406,None,10/13/78,null,null,null,null,8091,8
176032,Adam Mountain,Summit,Eagle County,Colorado,Fulford,3392,39.5046015,-106.7093635,None,10/13/78,null,null,null,null,8037,8
185389,Adobe Buttes,Summit,Delta County,Colorado,North Delta,1719,38.8362923,-108.0217895,None,10/13/78,null,null,null,null,8029,8
192193,Adobe Peak,Summit,Custer County,Colorado,Hardscrabble Mountain,3100,38.208481,-105.1921619,None,10/13/78,null,null,null,null,8027,8
186449,Afley Peak,Summit,Gunnison County,Colorado,Oh-be-joyful,3844,38.9210966,-107.1190124,None,10/13/78,null,null,null,null,8051,8
195265,Agate Mound,Summit,Cheyenne County,Colorado,Landsman Hill,1358,38.8783443,-102.5538726,None,10/13/78,null,null,null,null,8017,8
197924,Agate Mountain,Summit,Park County,Colorado,Agate Mountain,3049,38.7889777,-105.7883275,None,11/1/92,null,null,null,null,8093,8
189768,Agency Peak,Summit,Saguache County,Colorado,Sawtooth Mountain,3574,38.260552,-106.8686844,None,10/13/78,null,null,null,null,8109,8
190280,Agua Ramon Mountain,Summit,Rio Grande County,Colorado,South Fork East,3309,37.729628,-106.5889413,None,10/13/78,null,null,null,null,8105,8
201981,Aigner Mountain,Summit,Routt County,Colorado,Quaker Mountain,2525,40.6748829,-107.2395765,1/1/76,10/13/78,null,null,null,null,8107,8
187145,Ajax Peak,Summit,San Miguel County,Colorado,Telluride,3895,37.9285995,-107.7556066,None,10/13/78,null,null,null,null,8113,8
203491,Alamaditas Mesa,Summit,Conejos County,Colorado,La Jara Canyon,2987,37.1381953,-106.2877543,None,10/13/78,null,null,null,null,8021,8
178644,Alaska Hill,Summit,Boulder County,Colorado,Boulder,2117,40.0352559,-105.3662907,None,10/13/78,null,null,null,null,8013,8
1877459,Alberta Peak,Summit,Mineral County,Colorado,Wolf Creek Pass,3612,37.4560057,-106.7952026,None,8/17/00,null,null,null,null,8079,8
196026,Alexander Mesa,Summit,Las Animas County,Colorado,Plug Hat Ranch,1521,37.5554263,-103.154707,None,10/13/78,null,null,null,null,8071,8
202488,Alexander Mountain,Summit,Larimer County,Colorado,Drake,2155,40.4276406,-105.2513221,None,10/13/78,null,null,null,null,8069,8
170613,Allred Peak,Summit,Moffat County,Colorado,Limestone Hill,2433,40.5272634,-108.5556893,None,10/13/78,null,null,null,null,8081,8
193402,Almagre Mountain,Summit,Teller County,Colorado,Manitou Springs,3774,38.7911855,-104.9934459,1/1/64,10/13/78,null,null,null,null,8119,8
181882,Alpine Peak,Summit,Clear Creek County,Colorado,Georgetown,3519,39.6861222,-105.6818318,None,10/13/78,null,null,null,null,8019,8
188490,Alpine Plateau,Summit,Gunnison County,Colorado,Alpine Plateau,3509,38.2200973,-107.34806,None,10/13/78,null,null,null,null,8051,8
181436,Alps Hill,Summit,Gilpin County,Colorado,Central City,2971,39.7870552,-105.5421469,None,10/13/78,null,null,null,null,8047,8
181978,Alps Mountain,Summit,Clear Creek County,Colorado,Idaho Springs,3220,39.7277592,-105.59749,None,10/13/78,null,null,null,null,8019,8
188808,American Flag Mountain,Summit,Gunnison County,Colorado,Italian Creek,3875,38.9325133,-106.7182302,None,10/13/78,null,null,null,null,8051,8
2071320,American Peak,Summit,Hinsdale County,Colorado,Handies Peak,4204,37.8994199,-107.5124755,5/12/05,7/16/05,null,null,null,null,8053,8
188026,Amherst Mountain,Summit,La Plata County,Colorado,Columbine Pass,4017,37.565102,-107.5594069,None,10/13/78,null,null,null,null,8067,8
176808,Anchor Mountain,Summit,Dolores County,Colorado,Rico,3757,37.6963777,-108.0808972,None,10/13/78,null,null,null,null,8033,8
185957,Anderson Mesa,Summit,Montrose County,Colorado,Anderson Mesa,1924,38.1774851,-108.9256488,None,10/13/78,null,null,null,null,8085,8
170473,Anderson Mountain,Summit,Routt County,Colorado,Hahns Peak,2820,40.8264377,-106.9228163,None,10/13/78,null,null,null,null,8107,8
178164,Andrews Peak,Summit,Grand County,Colorado,Isolation Peak,3832,40.2440483,-105.7100395,None,10/13/78,null,null,null,null,8049,8
203185,Andys Mesa,Summit,Montrose County,Colorado,Anderson Mesa,1911,38.1633185,-108.8937035,None,10/13/78,null,null,null,null,8085,8
184178,Animas City Mountain,Summit,La Plata County,Colorado,Durango East,2492,37.3275468,-107.8693709,None,10/13/78,null,null,null,null,8067,8
187792,Animas Mountain,Summit,San Juan County,Colorado,Snowdon Peak,4198,37.6431394,-107.6291956,None,10/13/78,null,null,null,null,8111,8
192324,Antelope Butte,Summit,Custer County,Colorado,Rosita,2841,38.0585154,-105.2984709,None,10/13/78,null,null,null,null,8027,8
180594,Antelope Hill,Summit,Weld County,Colorado,Bracewell,1510,40.4919847,-104.8441045,None,10/13/78,null,null,null,null,8123,8
186499,Antelope Hill,Summit,Delta County,Colorado,Orchard City,1785,38.8263658,-107.9331098,None,10/13/78,null,null,null,null,8029,8
203787,Antelope Mesa,Summit,Crowley County,Colorado,Antelope Mesa,1477,38.374031,-103.9076756,None,10/13/78,null,null,null,null,8025,8
187901,Antelope Mountain,Summit,Mineral County,Colorado,Workman Creek,3097,37.7484534,-107.0503589,None,10/13/78,null,null,null,null,8079,8
192343,Antelope Mountain,Summit,Custer County,Colorado,Deer Peak,3274,38.0601323,-105.2353286,None,10/13/78,null,null,null,null,8027,8
186478,Anthracite Mesa,Summit,Gunnison County,Colorado,Oh-be-joyful,3430,38.9619902,-107.0454414,None,10/13/78,null,null,null,null,8051,8
189910,Antora Peak,Summit,Saguache County,Colorado,Bonanza,4041,38.3249764,-106.2181113,1/1/72,10/13/78,null,null,null,null,8109,8
187578,Anvil Mountain,Summit,San Juan County,Colorado,Silverton,3821,37.8377847,-107.7072735,None,10/13/78,null,null,null,null,8111,8
178431,Apache Peak,Summit,Grand County,Colorado,Monarch Lake,4097,40.058379,-105.6511043,1/1/61,10/13/78,null,null,null,null,8049,8
202502,Apiatan Mountain,Summit,Grand County,Colorado,Trail Mountain,3150,40.247549,-105.9429519,None,10/13/78,null,null,null,null,8049,8
899508,Archuleta Mesa,Summit,Archuleta County,Colorado,Edith,2807,37.0235106,-106.9631375,None,11/13/80,null,null,null,null,8007,8
182450,Argentine Peak,Summit,Summit County,Colorado,Montezuma,4185,39.6121037,-105.7772412,None,10/13/78,null,null,null,null,8117,8
178429,Arikaree Peak,Summit,Grand County,Colorado,Monarch Lake,4004,40.0466647,-105.6384548,1/1/14,10/13/78,null,null,null,null,8049,8
181533,Arizona Mountain,Summit,Gilpin County,Colorado,Central City,3149,39.8496141,-105.5808125,None,10/13/78,null,null,null,null,8047,8
175562,Arkansas Mountain,Summit,Gunnison County,Colorado,Snowmass Mountain,3613,39.0844046,-107.1114044,None,10/13/78,null,null,null,null,8051,8
203580,Arkansas Mountain,Summit,Custer County,Colorado,Rosita,3221,38.1190953,-105.2638966,None,10/13/78,null,null,null,null,8027,8
178640,Arkansas Mountain,Summit,Boulder County,Colorado,Boulder,2350,40.0297018,-105.3694276,None,10/13/78,null,null,null,null,8013,8
191737,Arkansas Mountain,Summit,Fremont County,Colorado,Arkansas Mountain,2824,38.4251512,-105.7242453,None,10/13/78,null,null,null,null,8043,8
187816,Arrow Peak,Summit,San Juan County,Colorado,Storm King Peak,4212,37.6928042,-107.6101359,None,10/13/78,null,null,null,null,8111,8
177866,Arrowhead,Summit,Larimer County,Colorado,McHenrys Peak,3847,40.2684098,-105.6504328,None,10/13/78,null,null,null,null,8069,8
184414,Arrowhead Hill,Summit,La Plata County,Colorado,Bayfield,2190,37.2340108,-107.6145559,None,10/13/78,null,null,null,null,8067,8
182458,Arrowhead Mountain,Summit,Park County,Colorado,Mount Evans,3419,39.5130367,-105.6913839,1/1/16,10/13/78,null,null,null,null,8093,8
203110,Ash Mesa,Summit,Montrose County,Colorado,Olathe,1684,38.5842418,-107.9978794,None,10/13/78,null,null,null,null,8085,8
180292,Ashcroft Mountain,Summit,Pitkin County,Colorado,Hayden Peak,3776,39.0428954,-106.7778047,None,10/13/78,null,null,null,null,8097,8
180059,Aspen Mountain,Summit,Pitkin County,Colorado,Aspen,3260,39.162268,-106.8269208,None,10/13/78,null,null,null,null,8097,8
185743,Atkinson Breaks,Summit,Montrose County,Colorado,Atkinson Creek,2052,38.4571206,-108.6758115,None,10/13/78,null,null,null,null,8085,8
203148,Atkinson Mesa,Summit,Montrose County,Colorado,Atkinson Creek,2124,38.4840296,-108.6858033,None,10/13/78,null,null,null,null,8085,8
1934911,Atlantic Peak,Summit,Summit County,Colorado,Copper Mountain,4217,39.4136091,-106.1257999,9/5/01,9/26/01,null,null,null,null,8117,8
186463,Augusta Mountain,Summit,Gunnison County,Colorado,Oh-be-joyful,3824,38.9722236,-107.1060624,None,10/13/78,null,null,null,null,8051,8
181489,Aunt Clara Brown Hill,Summit,Gilpin County,Colorado,Central City,2772,39.8077237,-105.525115,4/12/12,10/13/78,null,null,null,null,8047,8
193345,Austin Bluffs,Summit,El Paso County,Colorado,Pikeview,2048,38.8962383,-104.8024977,None,10/13/78,null,null,null,null,8041,8
179499,Avalanche Peak,Summit,Eagle County,Colorado,Mount Jackson,3903,39.4160745,-106.5802137,None,10/13/78,null,null,null,null,8037,8
188775,Avery Peak,Summit,Gunnison County,Colorado,Gothic,3862,38.9865745,-106.9751549,None,10/13/78,null,null,null,null,8051,8
187995,Aztec Mountain,Summit,La Plata County,Colorado,Columbine Pass,4058,37.5916604,-107.6159476,None,10/13/78,null,null,null,null,8067,8
178977,Babcock Peak,Summit,La Plata County,Colorado,La Plata,4001,37.428296,-108.0770098,None,10/13/78,null,null,null,null,8067,8
190479,Bachelor Mountain,Summit,Mineral County,Colorado,San Luis Peak,3309,37.8829026,-106.9448808,None,10/13/78,null,null,null,null,8079,8
203705,Baculite Mesa,Summit,Pueblo County,Colorado,Pinon,1644,38.3920741,-104.5552608,None,10/13/78,null,null,null,null,8101,8
203696,Badger Hills,Summit,Pueblo County,Colorado,Vineland,1480,38.1762515,-104.3926088,None,10/13/78,null,null,null,null,8101,8
183805,Badger Mountain,Summit,Park County,Colorado,Glentivar,3443,39.0491242,-105.5127035,None,10/13/78,null,null,null,null,8093,8
192609,Badito Cone,Summit,Huerfano County,Colorado,Badito Cone,2727,37.7775537,-105.0193209,None,10/13/78,null,null,null,null,8055,8
202108,Baker Mountain,Summit,Grand County,Colorado,Rabbit Ears Peak,2992,40.3759719,-106.6006265,None,10/13/78,null,null,null,null,8049,8
183646,Baker Mountain,Summit,Park County,Colorado,Eagle Rock,2907,39.219449,-105.686729,None,10/13/78,null,null,null,null,8093,8
204930,Baker Mountain,Summit,Grand County,Colorado,Mount Richthofen,3772,40.3815788,-105.9064798,1/1/32,10/13/78,null,null,null,null,8049,8
181832,Baker Mountain,Summit,Clear Creek County,Colorado,Grays Peak,3832,39.6607654,-105.8402538,None,10/13/78,null,null,null,null,8019,8
178956,Baker Peak,Summit,La Plata County,Colorado,La Plata,3643,37.3981726,-108.0317719,None,10/13/78,null,null,null,null,8067,8
169741,Bakers Peak,Summit,Moffat County,Colorado,Bakers Peak,2877,40.9181294,-107.4562269,None,10/13/78,null,null,null,null,8081,8
202681,Bald Eagle Mountain,Summit,Lake County,Colorado,Homestake Reservoir,3626,39.2519269,-106.4341194,None,10/13/78,null,null,null,null,8065,8
176743,Bald Hill,Summit,Dolores County,Colorado,Nipple Mountain,2795,37.654194,-108.3284919,None,10/13/78,null,null,null,null,8033,8
202957,Bald Hill,Summit,Park County,Colorado,Hartsel,2912,39.1177681,-105.8436755,None,10/13/78,null,null,null,null,8093,8
180001,Bald Hill,Summit,Park County,Colorado,Alma,3479,39.2634662,-106.0943905,None,10/13/78,null,null,null,null,8093,8
180080,Bald Knob,Summit,Pitkin County,Colorado,Thimble Rock,3381,39.2227704,-106.7353868,None,10/13/78,null,null,null,null,8097,8
2791081,Bald Knob,Summit,La Plata County,Colorado,Monument Hill,3539,37.3997689,-107.996658,None,3/1/18,null,null,null,null,8067,8
171982,Bald Knob,Summit,Rio Blanco County,Colorado,No Name Ridge,2409,39.8483321,-108.0075858,None,10/13/78,null,null,null,null,8103,8
194532,Bald Knobs,Summit,Las Animas County,Colorado,Delagua,2365,37.2512635,-104.7441247,None,10/13/78,null,null,null,null,8071,8
187153,Bald Mountain,Summit,San Miguel County,Colorado,Telluride,3615,37.8964111,-107.8467848,None,10/13/78,null,null,null,null,8113,8
181078,Bald Mountain,Summit,Boulder County,Colorado,Nederland,3455,39.9944907,-105.6107174,None,10/13/78,null,null,null,null,8013,8
181503,Bald Mountain,Summit,Gilpin County,Colorado,Central City,3045,39.7924343,-105.554347,None,10/13/78,null,null,null,null,8047,8
189236,Bald Mountain,Summit,Chaffee County,Colorado,Buena Vista West,2995,38.7994009,-106.2188358,None,10/13/78,null,null,null,null,8015,8
178612,Bald Mountain,Summit,Boulder County,Colorado,Boulder,2184,40.0470239,-105.3440642,None,10/13/78,null,null,null,null,8013,8
189382,Bald Mountain,Summit,Chaffee County,Colorado,Garfield,3919,38.552633,-106.3505266,None,10/13/78,null,null,null,null,8015,8
178257,Bald Mountain,Summit,Boulder County,Colorado,Raymond,2626,40.1385902,-105.4035955,None,10/13/78,null,null,null,null,8013,8
202863,Bald Mountain,Summit,Clear Creek County,Colorado,Saddleback Mountain,2565,39.6266818,-105.4534901,None,10/13/78,null,null,null,null,8019,8
178021,Bald Mountain,Summit,Larimer County,Colorado,Pinewood Lake,2164,40.3556477,-105.2636088,None,10/13/78,null,null,null,null,8069,8
191209,Bald Mountain,Summit,El Paso County,Colorado,Woodland Park,2881,38.9834187,-105.0177517,None,10/13/78,null,null,null,null,8041,8
186734,Bald Mountain,Summit,Gunnison County,Colorado,Mount Guero,3593,38.6608617,-107.4100014,None,10/13/78,null,null,null,null,8051,8
174910,Bald Mountain,Summit,Mesa County,Colorado,South Mamm Peak,3274,39.3464749,-107.789874,None,10/13/78,null,null,null,null,8077,8
174806,Bald Mountain,Summit,Garfield County,Colorado,Center Mountain Again,3161,39.3957423,-107.4273925,None,10/13/78,null,null,null,null,8045,8
196655,Bald Mountain,Summit,Custer County,Colorado,Rosita,2887,38.0913845,-105.3257588,1/1/78,4/1/91,null,null,null,null,8027,8
170721,Bald Mountain,Summit,Moffat County,Colorado,Bald Mountain,2205,40.6837687,-108.1200134,None,10/13/78,null,null,null,null,8081,8
188066,Bald Mountain,Summit,Hinsdale County,Colorado,Granite Lake,3735,37.551543,-107.3346577,None,10/13/78,null,null,null,null,8053,8
193190,Bald Mountain,Summit,Douglas County,Colorado,Greenland,2401,39.1379461,-104.8468199,None,10/13/78,null,null,null,null,8035,8
183148,Bald Mountain,Summit,Summit County,Colorado,Boreas Pass,4175,39.4448809,-105.9705017,None,10/13/78,null,null,null,null,8117,8
175937,Bald Mountain,Summit,Eagle County,Colorado,Vail East,3700,39.6782633,-106.3298245,None,10/13/78,null,null,null,null,8037,8
177276,Bald Mountain,Summit,Larimer County,Colorado,Chambers Lake,3306,40.5587186,-105.8369871,None,10/13/78,null,null,null,null,8069,8
182603,Bald Mountain,Summit,Jefferson County,Colorado,Indian Hills,2362,39.5504547,-105.2167527,None,10/13/78,null,null,null,null,8059,8
189277,Bald Mountain,Summit,Chaffee County,Colorado,Buena Vista East,2930,38.7813014,-106.0333363,None,10/13/78,null,null,null,null,8015,8
175039,Bald Mountain,Summit,Mesa County,Colorado,Collbran,2793,39.1294344,-107.9767035,None,10/13/78,null,null,null,null,8077,8
182117,Bald Mountain,Summit,Jefferson County,Colorado,Evergreen,2432,39.7244092,-105.3091896,None,10/13/78,null,null,null,null,8059,8
170107,Bald Mountain,Summit,Larimer County,Colorado,Diamond Peak,2443,40.995519,-105.5031432,None,10/13/78,null,null,null,null,8069,8
178592,Bald Mountain,Summit,Boulder County,Colorado,Gold Hill,2792,40.0254353,-105.4516288,None,10/13/78,null,null,null,null,8013,8
175111,Baldridge Point,Summit,Mesa County,Colorado,Porter Mountain,2788,39.2142074,-107.713915,None,10/13/78,null,null,null,null,8077,8
188491,Baldy,Summit,Gunnison County,Colorado,Alpine Plateau,3387,38.2477656,-107.3483809,None,10/13/78,null,null,null,null,8051,8
194867,Baldy,Summit,Las Animas County,Colorado,Fishers Peak,2455,37.0427633,-104.482712,None,10/13/78,null,null,null,null,8071,8
190155,Baldy Alto,Summit,Saguache County,Colorado,Stewart Peak,4177,38.0053017,-106.9215083,None,10/13/78,null,null,null,null,8109,8
190153,Baldy Chato,Summit,Saguache County,Colorado,Stewart Peak,4086,38.0387942,-106.942,None,10/13/78,null,null,null,null,8109,8
187041,Baldy Cinco,Summit,Hinsdale County,Colorado,Baldy Cinco,4078,37.9553778,-107.1028807,None,10/13/78,null,null,null,null,8053,8
180025,Baldy Mountain,Summit,Pitkin County,Colorado,Highland Peak,4005,39.1477873,-106.9658646,None,10/13/78,null,null,null,null,8097,8
184177,Baldy Mountain,Summit,La Plata County,Colorado,Durango East,3003,37.3664551,-107.7845042,None,10/13/78,null,null,null,null,8067,8
184277,Baldy Mountain,Summit,Archuleta County,Colorado,Baldy Mountain,3088,37.3494411,-107.4200419,None,10/13/78,null,null,null,null,8007,8
187910,Baldy Mountain,Summit,Mineral County,Colorado,Workman Creek,3807,37.6885727,-107.1116843,None,10/13/78,null,null,null,null,8079,8
188889,Baldy Mountain,Summit,Gunnison County,Colorado,Matchless Mountain,3552,38.7914831,-106.6557479,None,10/13/78,null,null,null,null,8051,8
191559,Baldy Mountain,Summit,Park County,Colorado,Thirtyone Mile Mountain,2967,38.7170159,-105.5924828,None,10/13/78,null,null,null,null,8093,8
191863,Baldy Mountain,Summit,Fremont County,Colorado,Royal Gorge,2079,38.445017,-105.3104468,None,10/13/78,null,null,null,null,8043,8
173368,Baldy Mountain,Summit,Rio Blanco County,Colorado,Dunckley Pass,3090,40.1405168,-107.2067744,None,10/13/78,null,null,null,null,8103,8
202285,Baldy Mountain,Summit,Mesa County,Colorado,Flatiron Mountain,3153,39.3105662,-107.5027911,None,10/13/78,null,null,null,null,8077,8
173319,Baldy Mountain,Summit,Rio Blanco County,Colorado,Sleepy Cat Peak,2968,40.1694707,-107.537775,None,10/13/78,null,null,null,null,8103,8
188643,Baldy Peak,Summit,Ouray County,Colorado,Ouray,3235,38.1104328,-107.6813533,None,10/13/78,null,null,null,null,8091,8
179114,Baldy Peak,Summit,La Plata County,Colorado,Hesperus,3310,37.349182,-108.0374345,None,10/13/78,null,null,null,null,8067,8
202934,Baldy Peak,Summit,Jefferson County,Colorado,Green Mountain,2381,39.3748254,-105.3089392,None,10/13/78,null,null,null,null,8059,8
171196,Baldy Peak,Summit,Routt County,Colorado,Quaker Mountain,2771,40.7361804,-107.246608,5/12/64,10/13/78,null,null,null,null,8107,8
180193,Ball Mountain,Summit,Lake County,Colorado,Mount Sherman,3749,39.237339,-106.2215925,None,10/13/78,null,null,null,null,8065,8
187177,Ballard Mountain,Summit,San Miguel County,Colorado,Telluride,3909,37.9117297,-107.7903084,None,10/13/78,null,null,null,null,8113,8
189384,Banana Mountain,Summit,Chaffee County,Colorado,Garfield,3757,38.5488626,-106.3355078,None,10/13/78,null,null,null,null,8015,8
191068,Banded Peak,Summit,Archuleta County,Colorado,Chama Peak,3895,37.1047901,-106.6270979,None,10/13/78,null,null,null,null,8007,8
182485,Bandit Peak,Summit,Park County,Colorado,Harris Park,3796,39.5397137,-105.6043067,1/1/16,10/13/78,null,null,null,null,8093,8
183311,Banner Peak,Summit,Jefferson County,Colorado,Pine,2580,39.4193567,-105.2957539,None,10/13/78,null,null,null,null,8059,8
181551,Banta Hill,Summit,Gilpin County,Colorado,Black Hawk,2689,39.772802,-105.499069,None,10/13/78,null,null,null,null,8047,8
171661,Banty Point,Summit,Rio Blanco County,Colorado,Banty Point,1805,40.0397499,-108.9899715,None,10/13/78,null,null,null,null,8103,8
203867,Bar Four Pocket,Summit,Las Animas County,Colorado,Humbar Spring,1703,37.3474993,-103.6472054,None,10/13/78,null,null,null,null,8071,8
181861,Bard Peak,Summit,Clear Creek County,Colorado,Grays Peak,4163,39.7203245,-105.8042516,None,10/13/78,null,null,null,null,8019,8
191610,Bare Hills,Summit,Fremont County,Colorado,High Park,2616,38.6466171,-105.3205962,None,10/13/78,null,null,null,null,8043,8
1744573,Barela Mesa,Summit,Colfax County,New Mexico,Yankee,2665,36.9872799,-104.3376583,1/1/83,5/28/97,null,null,null,null,35007,35
886069,Barker Dome,Summit,San Juan County,New Mexico,Purgatory Canyon,2174,36.9916599,-108.3034257,None,11/13/80,null,null,null,null,35045,35
202963,Barnes Mountain,Summit,La Plata County,Colorado,Monument Hill,2944,37.3791951,-107.9086907,None,10/13/78,null,null,null,null,8067,8
179641,Barney Ford Hill,Summit,Summit County,Colorado,Breckenridge,3101,39.4739782,-106.0342995,1/1/64,10/13/78,null,null,null,null,8117,8
174460,Barney Hill,Summit,Mesa County,Colorado,Mesa,2171,39.1283024,-108.1787435,None,10/13/78,null,null,null,null,8077,8
186537,Barrow Mesa,Summit,Delta County,Colorado,Hotchkiss,1752,38.8260903,-107.7435207,None,10/13/78,null,null,null,null,8029,8
203746,Bartlett Mesa,Summit,Colfax County,New Mexico,Raton,2708,36.9917388,-104.4345914,None,10/13/78,null,null,null,null,35007,35
179621,Bartlett Mountain,Summit,Lake County,Colorado,Copper Mountain,4014,39.3769097,-106.1591995,None,10/13/78,null,null,null,null,8065,8
202279,Basalt Mountain,Summit,Eagle County,Colorado,Leon,3310,39.4127556,-107.01198,None,10/13/78,null,null,null,null,8037,8
169454,Basaltic Hills,Summit,Costilla County,Colorado,Fort Garland SW,2457,37.3280584,-105.4828481,None,10/13/78,null,null,null,null,8023,8
174401,Basin Butte,Summit,Mesa County,Colorado,Corcoran Point,1548,39.2199748,-108.6225074,None,10/13/78,null,null,null,null,8077,8
179307,Basin Mountain,Summit,La Plata County,Colorado,Basin Mountain,2512,37.2056242,-107.954909,None,10/13/78,null,null,null,null,8067,8
196651,Bassick Hill,Summit,Custer County,Colorado,Mount Tyndall,2800,38.1278912,-105.3330652,1/1/78,4/1/91,null,null,null,null,8027,8
181486,Bates Hill,Summit,Gilpin County,Colorado,Central City,2606,39.8034697,-105.5064005,None,10/13/78,null,null,null,null,8047,8
175719,Battle Mountain,Summit,Grand County,Colorado,Battle Mountain,2611,39.9421845,-106.1728227,None,10/13/78,null,null,null,null,8049,8
177944,Battle Mountain,Summit,Larimer County,Colorado,Longs Peak,3697,40.275267,-105.6048032,1/1/11,10/13/78,null,null,null,null,8069,8
191670,Battle Mountain,Summit,Fremont County,Colorado,Coaldale,2600,38.3207578,-105.7670889,None,10/13/78,null,null,null,null,8043,8
176154,Battle Mountain,Summit,Eagle County,Colorado,Red Cliff,3502,39.5635909,-106.3280727,None,10/13/78,null,null,null,null,8037,8
179011,Battle Rock,Summit,Montezuma County,Colorado,Battle Rock,1770,37.3354696,-108.8247808,None,10/13/78,null,null,null,null,8083,8
174509,Battleship Rock,Summit,Mesa County,Colorado,Battleship Rock,1978,39.041816,-108.8538946,None,10/13/78,null,null,null,null,8077,8
189907,Baxter Mountain,Summit,Saguache County,Colorado,Bonanza,3576,38.2820901,-106.2387731,None,10/13/78,null,null,null,null,8109,8
173963,Baxter Peak,Summit,Garfield County,Colorado,Carbonate,3409,39.6744203,-107.3180996,1/1/27,10/13/78,null,null,null,null,8045,8
193903,Beacon Hill,Summit,Pueblo County,Colorado,Pinon,1536,38.4006683,-104.6157537,None,10/13/78,null,null,null,null,8101,8
191279,Beacon Hill,Summit,Teller County,Colorado,Cripple Creek South,2961,38.7172558,-105.1670843,None,10/13/78,null,null,null,null,8119,8
190995,Bear Mountain,Summit,Archuleta County,Colorado,Harris Lake,2566,37.1786516,-106.8577621,None,10/13/78,null,null,null,null,8007,8
182564,Bear Mountain,Summit,Jefferson County,Colorado,Conifer,2626,39.6228736,-105.2898898,None,10/13/78,null,null,null,null,8059,8
175572,Bear Mountain,Summit,Gunnison County,Colorado,Snowmass Mountain,3770,39.0350779,-107.1116392,None,10/13/78,null,null,null,null,8051,8
183560,Bear Mountain,Summit,Douglas County,Colorado,Deckers,2357,39.3681422,-105.1433079,None,10/13/78,null,null,null,null,8035,8
187577,Bear Mountain,Summit,San Juan County,Colorado,Silverton,3955,37.7945769,-107.7328083,None,10/13/78,null,null,null,null,8111,8
182362,Bear Mountain,Summit,Summit County,Colorado,Keystone,3835,39.5721365,-105.9035495,None,10/13/78,null,null,null,null,8117,8
184123,Bear Mountain,Summit,Hinsdale County,Colorado,Bear Mountain,3189,37.4369406,-107.3625417,None,10/13/78,null,null,null,null,8053,8
177152,Bear Mountain,Summit,Larimer County,Colorado,Big Narrows,2321,40.6601064,-105.3985703,None,10/13/78,null,null,null,null,8069,8
191749,Bear Mountain,Summit,Fremont County,Colorado,Arkansas Mountain,2703,38.4567662,-105.6616165,None,10/13/78,null,null,null,null,8043,8
170373,Bear Mountain,Summit,Jackson County,Colorado,Boettcher Lake,3538,40.7829238,-106.6116725,None,10/13/78,null,null,null,null,8057,8
172976,Bear Mountain,Summit,Jackson County,Colorado,Lake Agnes,3004,40.3652343,-106.534719,None,10/13/78,null,null,null,null,8057,8
181215,Bear Peak,Summit,Boulder County,Colorado,Eldorado Springs,2576,39.960305,-105.2951083,None,10/13/78,null,null,null,null,8013,8
192170,Bear Peak,Summit,Custer County,Colorado,Mount Tyndall,2925,38.1900176,-105.3279588,None,10/13/78,null,null,null,null,8027,8
177474,Bearpaws Peaks,Summit,Jackson County,Colorado,Mount Richthofen,3568,40.4244731,-105.9706678,None,10/13/78,null,null,null,null,8057,8
170517,Bears Ears Peaks,Summit,Routt County,Colorado,Bears Ears Peaks,3218,40.7775477,-107.249021,1/1/63,10/13/78,null,null,null,null,8107,8
192237,Bears Head,Summit,Custer County,Colorado,Wetmore,2350,38.1687779,-105.048484,None,10/13/78,null,null,null,null,8027,8
191411,Beasley Hills,Summit,Teller County,Colorado,Wrights Reservoir,2781,38.8344727,-105.2822636,None,10/13/78,null,null,null,null,8119,8
187540,Beattie Peak,Summit,San Juan County,Colorado,Ophir,4067,37.7901932,-107.824648,None,10/13/78,null,null,null,null,8111,8
196600,Beaubien Peak,Summit,Costilla County,Colorado,El Valle Creek,4017,37.196639,-105.1663677,1/1/72,8/1/90,null,null,null,null,8023,8
190555,Beautiful Mountain,Summit,Mineral County,Colorado,South River Peak,3895,37.6173455,-106.9274462,None,10/13/78,null,null,null,null,8079,8
201998,Beaver Flat Tops,Summit,Rio Blanco County,Colorado,Pagoda Peak,2892,40.2178656,-107.3251762,None,10/13/78,null,null,null,null,8103,8
188110,Beaver Hill,Summit,Montrose County,Colorado,Montrose West,2031,38.4035332,-107.9492845,None,10/13/78,null,null,null,null,8085,8
202388,Beaver Mesa,Summit,San Miguel County,Colorado,Beaver Park,2795,37.9497496,-108.1471334,None,10/13/78,null,null,null,null,8113,8
176712,Beaver Mountain,Summit,Dolores County,Colorado,Nipple Mountain,2836,37.7163248,-108.3679809,None,10/13/78,null,null,null,null,8033,8
